,Unnamed: 0,site,variety,hardiness,hardiness_delta,category,datetime,month,year,julian_day,season
1010,1010,"Oliver, east",Gewurztraminer,-22.5,0.6,1,2014-01-03,1,2014,3,3
1011,1011,"Oliver, west",Merlot,-19.2,3.3,1,2014-01-03,1,2014,3,3
1012,1012,"Osoyoos, northeast",Merlot,-22.2,-3.0,-1,2014-01-03,1,2014,3,3
1013,1013,Black Sage,Merlot,-23.2,-1.0,-1,2014-01-03,1,2014,3,3
1014,1014,Black Sage,Pinot blanc,-22.8,0.4,1,2014-01-03,1,2014,3,3
1015,1015,"Oliver, east",Pinot blanc,-22.2,0.6,1,2014-01-03,1,2014,3,3
1016,1016,Black Sage,Pinot gris,-23.8,-1.6,-1,2014-01-03,1,2014,3,3
1017,1017,"Oliver, east",Pinot gris,-24.4,-0.6,-1,2014-01-03,1,2014,3,3
1018,1018,Naramata Bench,Pinot gris,-21.8,2.6,1,2014-01-03,1,2014,3,3
1019,1019,"OK Falls, east",Pinot gris,-23.4,-1.6,-1,2014-01-03,1,2014,3,3
1020,1020,"Oliver, east",Pinot gris,-22.2,1.2,1,2014-01-03,1,2014,3,3
1021,1021,Black Sage,Pinot noir,-24.1,-1.9,-1,2014-01-03,1,2014,3,3
1022,1022,Kelowna,Pinot noir,-23.1,1.0,1,2014-01-03,1,2014,3,3
1023,1023,"Osoyoos, northeast",Pinot noir,-23.6,-0.5,-1,2014-01-03,1,2014,3,3
1024,1024,Black Sage,Riesling,-24.0,-0.4,-1,2014-01-03,1,2014,3,3
1025,1025,West Kelowna,Riesling,-22.3,1.7,1,2014-01-03,1,2014,3,3
1026,1026,"Oliver, east",Riesling,-22.4,-0.1,-1,2014-01-03,1,2014,3,3
1027,1027,Black Sage,Sauvignon blanc,-21.6,0.8,1,2014-01-03,1,2014,3,3
1028,1028,"Oliver, east",Sauvignon blanc,-22.1,-0.5,-1,2014-01-03,1,2014,3,3
1029,1029,"Oliver, east",Sauvignon blanc,-21.9,0.2,1,2014-01-03,1,2014,3,3
1030,1030,"Osoyoos, southeast ",Shiraz,-23.5,-1.6,-1,2014-01-03,1,2014,3,3
1031,1031,Black Sage,Shiraz,-21.8,1.7,1,2014-01-03,1,2014,3,3
1032,1032,"Osoyoos, northeast",Shiraz,-21.1,0.7,1,2014-01-03,1,2014,3,3
1033,1033,"Osoyoos, northeast",Shiraz,-21.1,0.0,0,2014-01-03,1,2014,3,3
1034,1034,Black Sage,Cabernet Franc,-22.6,0.1,1,2014-01-17,1,2014,17,3
1035,1035,"Oliver, east",Cabernet Franc,-22.9,-0.3,-1,2014-01-17,1,2014,17,3
1036,1036,"Osoyoos, northeast",Cabernet Sauvignon,-22.6,0.3,1,2014-01-17,1,2014,17,3
1037,1037,"Osoyoos, northeast",Cabernet Sauvignon,-22.0,0.6,1,2014-01-17,1,2014,17,3
1038,1038,"Osoyoos, southeast ",Cabernet Sauvignon,-22.9,-0.9,-1,2014-01-17,1,2014,17,3
1039,1039,Black Sage,Cabernet Sauvignon,-21.8,1.1,1,2014-01-17,1,2014,17,3
1040,1040,"Osoyoos, southeast ",Chardonnay,-23.8,-2.0,-1,2014-01-17,1,2014,17,3
1041,1041,Black Sage,Chardonnay,-22.6,1.2,1,2014-01-17,1,2014,17,3
1042,1042,Naramata Bench,Chardonnay,-22.3,0.3,1,2014-01-17,1,2014,17,3
1043,1043,"OK Falls, east",Chardonnay,-22.9,-0.6,-1,2014-01-17,1,2014,17,3
1044,1044,"Oliver, east",Chardonnay,-23.5,-0.6,-1,2014-01-17,1,2014,17,3
1045,1045,"Oliver, east",Gewurztraminer,-22.0,1.5,1,2014-01-17,1,2014,17,3
1046,1046,"Oliver, west",Merlot,-21.7,0.3,1,2014-01-17,1,2014,17,3
1047,1047,"Osoyoos, northeast",Merlot,-22.3,-0.6,-1,2014-01-17,1,2014,17,3
1048,1048,Black Sage,Merlot,-22.8,-0.5,-1,2014-01-17,1,2014,17,3
1049,1049,Black Sage,Pinot blanc,-23.0,-0.2,-1,2014-01-17,1,2014,17,3
1050,1050,"Oliver, east",Pinot blanc,-23.1,-0.1,-1,2014-01-17,1,2014,17,3
1051,1051,Black Sage,Pinot gris,-24.4,-1.3,-1,2014-01-17,1,2014,17,3
1052,1052,"Oliver, east",Pinot gris,-24.7,-0.3,-1,2014-01-17,1,2014,17,3
1053,1053,Naramata Bench,Pinot gris,-22.6,2.1,1,2014-01-17,1,2014,17,3
1054,1054,"OK Falls, east",Pinot gris,-23.7,-1.1,-1,2014-01-17,1,2014,17,3
1055,1055,"Oliver, east",Pinot gris,-22.6,1.1,1,2014-01-17,1,2014,17,3
1056,1056,Black Sage,Pinot noir,-23.7,-1.1,-1,2014-01-17,1,2014,17,3
1057,1057,Kelowna,Pinot noir,-22.9,0.8,1,2014-01-17,1,2014,17,3
1058,1058,"Osoyoos, northeast",Pinot noir,-24.4,-1.5,-1,2014-01-17,1,2014,17,3
1059,1059,Black Sage,Riesling,-23.7,0.7,1,2014-01-17,1,2014,17,3
1060,1060,West Kelowna,Riesling,-21.7,2.0,1,2014-01-17,1,2014,17,3
1061,1061,"Oliver, east",Riesling,-23.2,-1.5,-1,2014-01-17,1,2014,17,3
1062,1062,Black Sage,Sauvignon blanc,-21.5,1.7,1,2014-01-17,1,2014,17,3
1063,1063,"Oliver, east",Sauvignon blanc,-22.0,-0.5,-1,2014-01-17,1,2014,17,3
1064,1064,"Oliver, east",Sauvignon blanc,-22.9,-0.9,-1,2014-01-17,1,2014,17,3
1065,1065,"Osoyoos, southeast ",Shiraz,-24.0,-1.1,-1,2014-01-17,1,2014,17,3
1066,1066,Black Sage,Shiraz,-21.7,2.3,1,2014-01-17,1,2014,17,3
1067,1067,"Osoyoos, northeast",Shiraz,-21.0,0.7,1,2014-01-17,1,2014,17,3
1068,1068,"Osoyoos, northeast",Shiraz,-21.8,-0.8,-1,2014-01-17,1,2014,17,3
1069,1069,Black Sage,Cabernet Franc,-23.7,-0.9,-1,2014-01-31,1,2014,31,3
1070,1070,"Oliver, east",Cabernet Franc,-23.5,0.2,1,2014-01-31,1,2014,31,3
1071,1071,"Osoyoos, northeast",Cabernet Sauvignon,-22.7,0.8,1,2014-01-31,1,2014,31,3
1072,1072,"Osoyoos, northeast",Cabernet Sauvignon,-22.3,0.4,1,2014-01-31,1,2014,31,3
1073,1073,"Osoyoos, southeast ",Cabernet Sauvignon,-23.5,-1.2,-1,2014-01-31,1,2014,31,3
1074,1074,Black Sage,Cabernet Sauvignon,-23.1,0.4,1,2014-01-31,1,2014,31,3
1075,1075,"Osoyoos, southeast ",Chardonnay,-23.7,-0.6,-1,2014-01-31,1,2014,31,3
1076,1076,Black Sage,Chardonnay,-23.2,0.5,1,2014-01-31,1,2014,31,3
1077,1077,Naramata Bench,Chardonnay,-23.2,0.0,0,2014-01-31,1,2014,31,3
1078,1078,"OK Falls, east",Chardonnay,-24.0,-0.8,-1,2014-01-31,1,2014,31,3
1079,1079,"Oliver, east",Chardonnay,-23.1,0.9,1,2014-01-31,1,2014,31,3
1080,1080,"OK Falls, west",Gewurztraminer,-23.2,-0.1,-1,2014-01-31,1,2014,31,3
1081,1081,"Oliver, east",Gewurztraminer,-22.7,0.5,1,2014-01-31,1,2014,31,3
1082,1082,"Oliver, west",Merlot,-21.4,1.3,1,2014-01-31,1,2014,31,3
1083,1083,"Osoyoos, northeast",Merlot,-22.8,-1.4,-1,2014-01-31,1,2014,31,3
1084,1084,Black Sage,Merlot,-23.0,-0.2,-1,2014-01-31,1,2014,31,3
1085,1085,Black Sage,Pinot blanc,-24.3,-1.3,-1,2014-01-31,1,2014,31,3
1086,1086,"Oliver, east",Pinot blanc,-24.1,0.2,1,2014-01-31,1,2014,31,3
1087,1087,Black Sage,Pinot gris,-22.0,2.1,1,2014-01-31,1,2014,31,3
1088,1088,"Oliver, east",Pinot gris,-23.3,-1.3,-1,2014-01-31,1,2014,31,3
1089,1089,Naramata Bench,Pinot gris,-23.3,0.0,0,2014-01-31,1,2014,31,3
1090,1090,"OK Falls, east",Pinot gris,-23.6,-0.3,-1,2014-01-31,1,2014,31,3
1091,1091,"Oliver, east",Pinot gris,-24.4,-0.8,-1,2014-01-31,1,2014,31,3
1092,1092,Black Sage,Pinot noir,-24.1,0.3,1,2014-01-31,1,2014,31,3
1093,1093,Kelowna,Pinot noir,-23.0,1.1,1,2014-01-31,1,2014,31,3
1094,1094,"Osoyoos, northeast",Pinot noir,-23.3,-0.3,-1,2014-01-31,1,2014,31,3
1095,1095,Black Sage,Riesling,-23.8,-0.5,-1,2014-01-31,1,2014,31,3
1096,1096,West Kelowna,Riesling,-22.6,1.2,1,2014-01-31,1,2014,31,3
1097,1097,"Oliver, east",Riesling,-23.1,-0.5,-1,2014-01-31,1,2014,31,3
1098,1098,Black Sage,Sauvignon blanc,-22.0,1.1,1,2014-01-31,1,2014,31,3
1099,1099,"Oliver, east",Sauvignon blanc,-22.4,-0.4,-1,2014-01-31,1,2014,31,3
1100,1100,"Oliver, east",Sauvignon blanc,-23.2,-0.8,-1,2014-01-31,1,2014,31,3
1101,1101,"Osoyoos, southeast ",Shiraz,-23.3,-0.1,-1,2014-01-31,1,2014,31,3
1102,1102,Black Sage,Shiraz,-23.4,-0.1,-1,2014-01-31,1,2014,31,3
1103,1103,"Osoyoos, northeast",Shiraz,-22.0,1.4,1,2014-01-31,1,2014,31,3
1104,1104,"Osoyoos, northeast",Shiraz,-21.8,0.2,1,2014-01-31,1,2014,31,3
1105,1105,Black Sage,Cabernet Franc,-23.0,0.1,1,2014-02-14,2,2014,45,3
1106,1106,"Oliver, east",Cabernet Franc,-21.1,1.9,1,2014-02-14,2,2014,45,3
1107,1107,"Osoyoos, northeast",Cabernet Sauvignon,-21.2,-0.1,-1,2014-02-14,2,2014,45,3
1108,1108,"Osoyoos, northeast",Cabernet Sauvignon,-21.3,-0.1,-1,2014-02-14,2,2014,45,3
1109,1109,"Osoyoos, southeast ",Cabernet Sauvignon,-22.0,-0.7,-1,2014-02-14,2,2014,45,3
1110,1110,Black Sage,Cabernet Sauvignon,-22.7,-0.7,-1,2014-02-14,2,2014,45,3
1111,1111,"Osoyoos, southeast ",Chardonnay,-23.1,-0.4,-1,2014-02-14,2,2014,45,3
1112,1112,Black Sage,Chardonnay,-22.9,0.2,1,2014-02-14,2,2014,45,3
1113,1113,Naramata Bench,Chardonnay,-22.4,0.5,1,2014-02-14,2,2014,45,3
1114,1114,"OK Falls, east",Chardonnay,-21.9,0.5,1,2014-02-14,2,2014,45,3
1115,1115,"Oliver, east",Chardonnay,-22.7,-0.8,-1,2014-02-14,2,2014,45,3
1116,1116,"OK Falls, west",Gewurztraminer,-22.4,0.3,1,2014-02-14,2,2014,45,3
1117,1117,"Oliver, east",Gewurztraminer,-21.5,0.9,1,2014-02-14,2,2014,45,3
1118,1118,"Oliver, west",Merlot,-19.9,1.6,1,2014-02-14,2,2014,45,3
1119,1119,"Osoyoos, northeast",Merlot,-20.9,-1.0,-1,2014-02-14,2,2014,45,3
1120,1120,Black Sage,Merlot,-22.6,-1.7,-1,2014-02-14,2,2014,45,3
1121,1121,Black Sage,Pinot blanc,-23.2,-0.6,-1,2014-02-14,2,2014,45,3
1122,1122,"Oliver, east",Pinot blanc,-22.9,0.3,1,2014-02-14,2,2014,45,3
1123,1123,Black Sage,Pinot gris,-23.4,-0.5,-1,2014-02-14,2,2014,45,3
1124,1124,"Oliver, east",Pinot gris,-24.4,-1.0,-1,2014-02-14,2,2014,45,3
1125,1125,Naramata Bench,Pinot gris,-22.1,2.3,1,2014-02-14,2,2014,45,3
1126,1126,"OK Falls, east",Pinot gris,-22.9,-0.8,-1,2014-02-14,2,2014,45,3
1127,1127,"Oliver, east",Pinot gris,-21.5,1.4,1,2014-02-14,2,2014,45,3
1128,1128,Black Sage,Pinot noir,-22.1,-0.6,-1,2014-02-14,2,2014,45,3
1129,1129,Kelowna,Pinot noir,-23.2,-1.1,-1,2014-02-14,2,2014,45,3
1130,1130,"Osoyoos, northeast",Pinot noir,-22.3,0.9,1,2014-02-14,2,2014,45,3
1131,1131,Black Sage,Riesling,-22.3,0.0,0,2014-02-14,2,2014,45,3
1132,1132,West Kelowna,Riesling,-21.9,0.4,1,2014-02-14,2,2014,45,3
1133,1133,"Oliver, east",Riesling,-24.1,-2.2,-1,2014-02-14,2,2014,45,3
1134,1134,Black Sage,Sauvignon blanc,-20.5,3.6,1,2014-02-14,2,2014,45,3
1135,1135,"Oliver, east",Sauvignon blanc,-20.8,-0.3,-1,2014-02-14,2,2014,45,3
1136,1136,"Oliver, east",Sauvignon blanc,-21.9,-1.1,-1,2014-02-14,2,2014,45,3
1137,1137,"Osoyoos, southeast ",Shiraz,-22.3,-0.4,-1,2014-02-14,2,2014,45,3
1138,1138,Black Sage,Shiraz,-20.2,2.1,1,2014-02-14,2,2014,45,3
1139,1139,"Osoyoos, northeast",Shiraz,-21.6,-1.4,-1,2014-02-14,2,2014,45,3
1140,1140,"Osoyoos, northeast",Shiraz,-18.7,2.9,1,2014-02-14,2,2014,45,3
1141,1141,Black Sage,Cabernet Franc,-23.0,-0.9,-1,2014-02-28,2,2014,59,3
1142,1142,"Oliver, east",Cabernet Franc,-22.8,0.2,1,2014-02-28,2,2014,59,3
1143,1143,"Osoyoos, northeast",Cabernet Sauvignon,-23.5,-0.7,-1,2014-02-28,2,2014,59,3
1144,1144,"Osoyoos, northeast",Cabernet Sauvignon,-21.8,1.7,1,2014-02-28,2,2014,59,3
1145,1145,"Osoyoos, southeast ",Cabernet Sauvignon,-22.7,-0.9,-1,2014-02-28,2,2014,59,3
1146,1146,Black Sage,Cabernet Sauvignon,-23.5,-0.8,-1,2014-02-28,2,2014,59,3
1147,1147,"Osoyoos, southeast ",Chardonnay,-23.9,-0.4,-1,2014-02-28,2,2014,59,3
1148,1148,Black Sage,Chardonnay,-22.6,1.3,1,2014-02-28,2,2014,59,3
1149,1149,Naramata Bench,Chardonnay,-23.3,-0.7,-1,2014-02-28,2,2014,59,3
1150,1150,"OK Falls, east",Chardonnay,-22.5,0.8,1,2014-02-28,2,2014,59,3
1151,1151,"Oliver, east",Chardonnay,-21.5,1.0,1,2014-02-28,2,2014,59,3
1152,1152,"OK Falls, west",Gewurztraminer,-20.2,1.3,1,2014-02-28,2,2014,59,3
1153,1153,"Oliver, east",Gewurztraminer,-22.8,-2.6,-1,2014-02-28,2,2014,59,3
1154,1154,"Oliver, west",Merlot,-20.3,2.5,1,2014-02-28,2,2014,59,3
1155,1155,"Osoyoos, northeast",Merlot,-20.8,-0.5,-1,2014-02-28,2,2014,59,3
1156,1156,Black Sage,Merlot,-21.8,-1.0,-1,2014-02-28,2,2014,59,3
1157,1157,Black Sage,Pinot blanc,-22.8,-1.0,-1,2014-02-28,2,2014,59,3
1158,1158,"Oliver, east",Pinot blanc,-22.5,0.3,1,2014-02-28,2,2014,59,3
1159,1159,Black Sage,Pinot gris,-24.3,-1.8,-1,2014-02-28,2,2014,59,3
1160,1160,"Oliver, east",Pinot gris,-23.4,0.9,1,2014-02-28,2,2014,59,3
1161,1161,Naramata Bench,Pinot gris,-22.6,0.8,1,2014-02-28,2,2014,59,3
1162,1162,"OK Falls, east",Pinot gris,-23.6,-1.0,-1,2014-02-28,2,2014,59,3
1163,1163,"Oliver, east",Pinot gris,-22.4,1.2,1,2014-02-28,2,2014,59,3
1164,1164,Black Sage,Pinot noir,-24.0,-1.6,-1,2014-02-28,2,2014,59,3
1165,1165,Kelowna,Pinot noir,-22.9,1.1,1,2014-02-28,2,2014,59,3
1166,1166,"Osoyoos, northeast",Pinot noir,-20.5,2.4,1,2014-02-28,2,2014,59,3
1167,1167,Black Sage,Riesling,-24.1,-3.6,-1,2014-02-28,2,2014,59,3
1168,1168,West Kelowna,Riesling,-22.4,1.7,1,2014-02-28,2,2014,59,3
1169,1169,"Oliver, east",Riesling,-23.5,-1.1,-1,2014-02-28,2,2014,59,3
1170,1170,Black Sage,Sauvignon blanc,-21.7,1.8,1,2014-02-28,2,2014,59,3
1171,1171,"Oliver, east",Sauvignon blanc,-21.4,0.3,1,2014-02-28,2,2014,59,3
1172,1172,"Oliver, east",Sauvignon blanc,-21.7,-0.3,-1,2014-02-28,2,2014,59,3
1173,1173,"Osoyoos, southeast ",Shiraz,-23.0,-1.3,-1,2014-02-28,2,2014,59,3
1174,1174,Black Sage,Shiraz,-20.0,3.0,1,2014-02-28,2,2014,59,3
1175,1175,"Osoyoos, northeast",Shiraz,-21.3,-1.3,-1,2014-02-28,2,2014,59,3
1176,1176,"Osoyoos, northeast",Shiraz,-21.3,0.0,0,2014-02-28,2,2014,59,3
1177,1177,Black Sage,Cabernet Franc,-17.6,4.8,1,2014-03-14,3,2014,73,3
1178,1178,"Oliver, east",Cabernet Franc,-18.4,-0.8,-1,2014-03-14,3,2014,73,3
1179,1179,"Osoyoos, northeast",Cabernet Sauvignon,-20.1,-1.7,-1,2014-03-14,3,2014,73,3
1180,1180,"Osoyoos, northeast",Cabernet Sauvignon,-18.2,1.9,1,2014-03-14,3,2014,73,3
1181,1181,"Osoyoos, southeast ",Cabernet Sauvignon,-18.8,-0.6,-1,2014-03-14,3,2014,73,3
1182,1182,Black Sage,Cabernet Sauvignon,-19.9,-1.1,-1,2014-03-14,3,2014,73,3
1183,1183,"Osoyoos, southeast ",Chardonnay,-19.3,0.6,1,2014-03-14,3,2014,73,3
1184,1184,Black Sage,Chardonnay,-18.3,1.0,1,2014-03-14,3,2014,73,3
1185,1185,Naramata Bench,Chardonnay,-17.9,0.4,1,2014-03-14,3,2014,73,3
1186,1186,"OK Falls, east",Chardonnay,-17.0,0.9,1,2014-03-14,3,2014,73,3
1187,1187,"Oliver, east",Chardonnay,-15.7,1.3,1,2014-03-14,3,2014,73,3
1188,1188,"OK Falls, west",Gewurztraminer,-17.6,-1.9,-1,2014-03-14,3,2014,73,3
1189,1189,"Oliver, east",Gewurztraminer,-17.9,-0.3,-1,2014-03-14,3,2014,73,3
1190,1190,"Oliver, west",Merlot,-18.7,-0.8,-1,2014-03-14,3,2014,73,3
1191,1191,"Osoyoos, northeast",Merlot,-19.0,-0.3,-1,2014-03-14,3,2014,73,3
1192,1192,Black Sage,Merlot,-19.1,-0.1,-1,2014-03-14,3,2014,73,3
1193,1193,Black Sage,Pinot blanc,-20.1,-1.0,-1,2014-03-14,3,2014,73,3
1194,1194,"Oliver, east",Pinot blanc,-20.5,-0.4,-1,2014-03-14,3,2014,73,3
1195,1195,Black Sage,Pinot gris,-19.8,0.7,1,2014-03-14,3,2014,73,3
1196,1196,"Oliver, east",Pinot gris,-21.8,-2.0,-1,2014-03-14,3,2014,73,3
1197,1197,Naramata Bench,Pinot gris,-19.3,2.5,1,2014-03-14,3,2014,73,3
1198,1198,"OK Falls, east",Pinot gris,-19.4,-0.1,-1,2014-03-14,3,2014,73,3
1199,1199,"Oliver, east",Pinot gris,-17.7,1.7,1,2014-03-14,3,2014,73,3
1200,1200,Black Sage,Pinot noir,-19.7,-2.0,-1,2014-03-14,3,2014,73,3
1201,1201,Kelowna,Pinot noir,-19.3,0.4,1,2014-03-14,3,2014,73,3
1202,1202,"Osoyoos, northeast",Pinot noir,-20.0,-0.7,-1,2014-03-14,3,2014,73,3
1203,1203,Black Sage,Riesling,-21.3,-1.3,-1,2014-03-14,3,2014,73,3
1204,1204,West Kelowna,Riesling,-18.2,3.1,1,2014-03-14,3,2014,73,3
1205,1205,"Oliver, east",Riesling,-21.0,-2.8,-1,2014-03-14,3,2014,73,3
1206,1206,Black Sage,Sauvignon blanc,-18.9,2.1,1,2014-03-14,3,2014,73,3
1207,1207,"Oliver, east",Sauvignon blanc,-18.5,0.4,1,2014-03-14,3,2014,73,3
1208,1208,"Oliver, east",Sauvignon blanc,-19.2,-0.7,-1,2014-03-14,3,2014,73,3
1209,1209,"Osoyoos, southeast ",Shiraz,-19.6,-0.4,-1,2014-03-14,3,2014,73,3
1210,1210,Black Sage,Shiraz,-20.0,-0.4,-1,2014-03-14,3,2014,73,3
1211,1211,"Osoyoos, northeast",Shiraz,-18.4,1.6,1,2014-03-14,3,2014,73,3
1212,1212,"Osoyoos, northeast",Shiraz,-19.0,-0.6,-1,2014-03-14,3,2014,73,3
1213,1213,Black Sage,Cabernet Franc,-13.3,5.7,1,2014-03-27,3,2014,86,3
1214,1214,"Oliver, east",Cabernet Franc,-17.1,-3.8,-1,2014-03-27,3,2014,86,3
1215,1215,"Osoyoos, northeast",Cabernet Sauvignon,-17.4,-0.3,-1,2014-03-27,3,2014,86,3
1216,1216,"Osoyoos, northeast",Cabernet Sauvignon,-15.1,2.3,1,2014-03-27,3,2014,86,3
1217,1217,"Osoyoos, southeast ",Cabernet Sauvignon,-15.4,-0.3,-1,2014-03-27,3,2014,86,3
1218,1218,Black Sage,Cabernet Sauvignon,-18.8,-3.4,-1,2014-03-27,3,2014,86,3
1219,1219,"Osoyoos, southeast ",Chardonnay,-14.8,4.0,1,2014-03-27,3,2014,86,3
1220,1220,Black Sage,Chardonnay,-15.2,-0.4,-1,2014-03-27,3,2014,86,3
1221,1221,Naramata Bench,Chardonnay,-14.9,0.3,1,2014-03-27,3,2014,86,3
1222,1222,"OK Falls, east",Chardonnay,-14.7,0.2,1,2014-03-27,3,2014,86,3
1223,1223,"Oliver, east",Chardonnay,-14.9,-0.2,-1,2014-03-27,3,2014,86,3
1224,1224,"OK Falls, west",Gewurztraminer,-15.0,-0.1,-1,2014-03-27,3,2014,86,3
1225,1225,"Oliver, east",Gewurztraminer,-16.2,-1.2,-1,2014-03-27,3,2014,86,3
1226,1226,"Oliver, west",Merlot,-15.9,0.3,1,2014-03-27,3,2014,86,3
1227,1227,"Osoyoos, northeast",Merlot,-16.8,-0.9,-1,2014-03-27,3,2014,86,3
1228,1228,Black Sage,Merlot,-15.5,1.3,1,2014-03-27,3,2014,86,3
1229,1229,Black Sage,Pinot blanc,-18.5,-3.0,-1,2014-03-27,3,2014,86,3
1230,1230,"Oliver, east",Pinot blanc,-16.3,2.2,1,2014-03-27,3,2014,86,3
1231,1231,Black Sage,Pinot gris,-17.0,-0.7,-1,2014-03-27,3,2014,86,3
1232,1232,"Oliver, east",Pinot gris,-19.2,-2.2,-1,2014-03-27,3,2014,86,3
1233,1233,Naramata Bench,Pinot gris,-16.2,3.0,1,2014-03-27,3,2014,86,3
1234,1234,"OK Falls, east",Pinot gris,-17.9,-1.7,-1,2014-03-27,3,2014,86,3
1235,1235,"Oliver, east",Pinot gris,-16.8,1.1,1,2014-03-27,3,2014,86,3
1236,1236,Black Sage,Pinot noir,-17.4,-0.6,-1,2014-03-27,3,2014,86,3
1237,1237,Kelowna,Pinot noir,-16.0,1.4,1,2014-03-27,3,2014,86,3
1238,1238,"Osoyoos, northeast",Pinot noir,-18.0,-2.0,-1,2014-03-27,3,2014,86,3
1239,1239,Black Sage,Riesling,-18.8,-0.8,-1,2014-03-27,3,2014,86,3
1240,1240,West Kelowna,Riesling,-16.9,1.9,1,2014-03-27,3,2014,86,3
1241,1241,"Oliver, east",Riesling,-18.8,-1.9,-1,2014-03-27,3,2014,86,3
1242,1242,Black Sage,Sauvignon blanc,-15.1,3.7,1,2014-03-27,3,2014,86,3
1243,1243,"Oliver, east",Sauvignon blanc,-16.1,-1.0,-1,2014-03-27,3,2014,86,3
1244,1244,"Oliver, east",Sauvignon blanc,-15.6,0.5,1,2014-03-27,3,2014,86,3
1245,1245,"Osoyoos, southeast ",Shiraz,-17.9,-2.3,-1,2014-03-27,3,2014,86,3
1246,1246,Black Sage,Shiraz,-16.4,1.5,1,2014-03-27,3,2014,86,3
1247,1247,"Osoyoos, northeast",Shiraz,-14.0,2.4,1,2014-03-27,3,2014,86,3
1248,1248,"Osoyoos, northeast",Shiraz,-17.0,-3.0,-1,2014-03-27,3,2014,86,3
1249,1249,Black Sage,Cabernet Franc,-12.2,,0,2014-10-28,10,2014,301,4
1250,1250,"Oliver, east",Cabernet Franc,-11.2,1.0,1,2014-10-28,10,2014,301,4
1251,1251,"Osoyoos, southeast ",Cabernet Sauvignon,-12.2,-1.0,-1,2014-10-28,10,2014,301,4
1252,1252,Black Sage,Cabernet Sauvignon,-12.3,-0.1,-1,2014-10-28,10,2014,301,4
1253,1253,"Osoyoos, northeast",Cabernet Sauvignon,-11.8,0.5,1,2014-10-28,10,2014,301,4
1254,1254,"Osoyoos, northeast",Cabernet Sauvignon,-11.6,0.2,1,2014-10-28,10,2014,301,4
1255,1255,"Osoyoos, southeast ",Chardonnay,-14.0,-2.4,-1,2014-10-28,10,2014,301,4
1256,1256,Black Sage,Chardonnay,-12.6,1.4,1,2014-10-28,10,2014,301,4
1257,1257,Naramata Bench,Chardonnay,-14.4,-1.8,-1,2014-10-28,10,2014,301,4
1258,1258,"OK Falls, east",Chardonnay,-13.9,0.5,1,2014-10-28,10,2014,301,4
1259,1259,"Oliver, east",Chardonnay,-13.0,0.9,1,2014-10-28,10,2014,301,4
1260,1260,"OK Falls, west",Gewurztraminer,-12.8,0.2,1,2014-10-28,10,2014,301,4
1261,1261,"Oliver, east",Gewurztraminer,-12.9,-0.1,-1,2014-10-28,10,2014,301,4
1262,1262,"Oliver, west",Merlot,-11.9,1.0,1,2014-10-28,10,2014,301,4
1263,1263,"Osoyoos, northeast",Merlot,-13.5,-1.6,-1,2014-10-28,10,2014,301,4
1264,1264,Black Sage,Merlot,-12.4,1.1,1,2014-10-28,10,2014,301,4
1265,1265,Black Sage,Pinot blanc,-14.2,-1.8,-1,2014-10-28,10,2014,301,4
1266,1266,"Oliver, east",Pinot gris,-14.4,-0.2,-1,2014-10-28,10,2014,301,4
1267,1267,Black Sage,Pinot gris,-13.7,0.7,1,2014-10-28,10,2014,301,4
1268,1268,Naramata Bench,Pinot gris,-13.2,0.5,1,2014-10-28,10,2014,301,4
1269,1269,"OK Falls, east",Pinot gris,-14.0,-0.8,-1,2014-10-28,10,2014,301,4
1270,1270,"Oliver, east",Pinot gris,-14.2,-0.2,-1,2014-10-28,10,2014,301,4
1271,1271,Black Sage,Pinot noir,-14.3,-0.1,-1,2014-10-28,10,2014,301,4
1272,1272,Kelowna,Pinot noir,-14.5,-0.2,-1,2014-10-28,10,2014,301,4
1273,1273,"Osoyoos, northeast",Pinot noir,-13.3,1.2,1,2014-10-28,10,2014,301,4
1274,1274,Black Sage,Riesling,-13.7,-0.4,-1,2014-10-28,10,2014,301,4
1275,1275,West Kelowna,Riesling,-13.3,0.4,1,2014-10-28,10,2014,301,4
1276,1276,"Oliver, east",Riesling,-12.8,0.5,1,2014-10-28,10,2014,301,4
1277,1277,"Oliver, east",Sauvignon blanc,-12.3,0.5,1,2014-10-28,10,2014,301,4
1278,1278,"Oliver, east",Sauvignon blanc,-13.2,-0.9,-1,2014-10-28,10,2014,301,4
1279,1279,"Osoyoos, southeast ",Shiraz,-14.1,-0.9,-1,2014-10-28,10,2014,301,4
1280,1280,Black Sage,Shiraz,-11.4,2.7,1,2014-10-28,10,2014,301,4
1281,1281,"Osoyoos, northeast",Shiraz,-12.2,-0.8,-1,2014-10-28,10,2014,301,4
1282,1282,"Osoyoos, northeast",Shiraz,-12.3,-0.1,-1,2014-10-28,10,2014,301,4
1283,1283,"Osoyoos, southeast ",Cabernet Franc,-14.2,-1.1,-1,2014-11-11,11,2014,315,4
1284,1284,Black Sage,Cabernet Franc,-16.6,-2.4,-1,2014-11-11,11,2014,315,4
1285,1285,"Oliver, east",Cabernet Franc,-17.6,-1.0,-1,2014-11-11,11,2014,315,4
1286,1286,"Osoyoos, southeast ",Cabernet Sauvignon,-15.7,1.9,1,2014-11-11,11,2014,315,4
1287,1287,Black Sage,Cabernet Sauvignon,-16.2,-0.5,-1,2014-11-11,11,2014,315,4
