"","predLTE1","predLTE2","predLTE3","daynum","twoDayAvg","tdiff","scale","date"
"82",-24.7629214487411,-24.7629214487411,-24.0310775955839,82,2.6,3.7204,1,2018-01-09
"83",-24.6629214487411,-24.6629214487411,-23.9310775955839,83,2.4,3.4768,1,2018-01-10
"84",-24.6429214487411,-24.6429214487411,-23.9110775955839,84,0.6,1.6296,0.2,2018-01-11
"85",-24.6804214487411,-24.6804214487411,-23.9373275955839,85,-2,-1.0212,-1.25,2018-01-12
"86",-24.7104214487411,-24.7104214487411,-23.9583275955839,86,-1.8,-0.8756,-1,2018-01-13
"87",-24.6904214487411,-24.6904214487411,-23.9383275955839,87,0.15,1.0164,0.2,2018-01-14
"88",-24.6304214487411,-24.6304214487411,-23.8783275955839,88,1.25,2.0449,0.6,2018-01-15
"89",-24.5704214487411,-24.5704214487411,-23.8183275955839,89,1.85,2.6107,0.6,2018-01-16
"90",-24.4704214487411,-24.4704214487411,-23.7183275955839,90,3.1,3.8451,1,2018-01-17
"91",-24.3604214487411,-24.3604214487411,-23.6083275955839,91,4.1,4.7983,1.1,2018-01-18
"92",-24.2604214487411,-24.2604214487411,-23.5083275955839,92,3.25,3.8998,1,2018-01-19
"93",-24.1604214487411,-24.1604214487411,-23.4083275955839,93,3.3,3.8996,1,2018-01-20
"94",-24.0504214487411,-24.0504214487411,-23.2983275955839,94,3.95,4.4977,1.1,2018-01-21
"95",-23.9504214487411,-23.9504214487411,-23.1983275955839,95,3.45,3.9441,1,2018-01-22
"96",-23.8904214487411,-23.8904214487411,-23.1383275955839,96,1.95,2.3888,0.6,2018-01-23
"97",-23.8704214487411,-23.8704214487411,-23.1183275955839,97,1.6,1.9818,0.2,2018-01-24
"98",-23.8104214487411,-23.8104214487411,-23.0583275955839,98,2.55,2.8731,0.6,2018-01-25
"99",-23.7504214487411,-23.7504214487411,-22.9983275955839,99,2.1,2.3627,0.6,2018-01-26
"100",-23.7304214487411,-23.7304214487411,-22.9783275955839,100,1.5,1.7006,0.2,2018-01-27
"101",-23.7104214487411,-23.7104214487411,-22.9583275955839,101,1.8,1.9368,0.2,2018-01-28
"102",-23.6004214487411,-23.6004214487411,-22.8483275955839,102,4.05,4.1213,1.1,2018-01-29
"103",-23.4904214487411,-23.4904214487411,-22.7383275955839,103,4.55,4.5541,1.1,2018-01-30
"104",-23.4304214487411,-23.4304214487411,-22.6783275955839,104,2.35,2.2852,0.6,2018-01-31
"105",-23.4104214487411,-23.4104214487411,-22.6583275955839,105,1.75,1.6146,0.2,2018-02-01
"106",-23.3504214487411,-23.3504214487411,-22.5983275955839,106,2.25,2.0423,0.6,2018-02-02
"107",-23.2504214487411,-23.2504214487411,-22.4983275955839,107,3.7,3.4183,1,2018-02-03
"108",-23.1504214487411,-23.1504214487411,-22.3983275955839,108,4.05,3.6926,1,2018-02-04
"109",-23.0904214487411,-23.0904214487411,-22.3383275955839,109,2.45,2.0152,0.6,2018-02-05
"110",-23.1404214487411,-23.1404214487411,-22.3883275955839,110,1.4,0.8861,-0.5,2018-02-06
"111",-23.0204214487411,-23.0204214487411,-22.2683275955839,111,2.35,1.7553,1.2,2018-02-07
"112",-22.8204214487411,-22.8204214487411,-22.0683275955839,112,5.95,5.2728,2,2018-02-08
"113",-22.6604214487411,-22.6604214487411,-21.9083275955839,113,3.85,3.0886,1.6,2018-02-09
"114",-22.7604214487411,-22.7604214487411,-22.0083275955839,114,-2.8,-3.6473,-1,2018-02-10
"115",-22.9104214487411,-22.9104214487411,-22.1583275955839,115,-4.65,-5.5849,-1.5,2018-02-11
"116",-23.0604214487411,-23.0604214487411,-22.3083275955839,116,-4.65,-5.6742,-1.5,2018-02-12
"117",-23.1904214487411,-23.1904214487411,-22.4383275955839,117,-3.85,-4.9652,-1.3,2018-02-13
"118",-23.1404214487411,-23.1404214487411,-22.3883275955839,118,-0.0499999999999998,-1.2579,0.5,2018-02-14
"119",-23.0304214487411,-23.0304214487411,-22.2783275955839,119,1.4,0.0977000000000001,1.1,2018-02-15
"120",-22.9254214487411,-22.9254214487411,-22.1733275955839,120,1,-0.3984,1.05,2018-02-16
"121",-22.8754214487411,-22.8754214487411,-22.1233275955839,121,-0.3,-1.7962,0.5,2018-02-17
"122",-23.0054214487411,-23.0054214487411,-22.2533275955839,122,-3.3,-4.8957,-1.3,2018-02-18
"123",-23.1854214487411,-23.1854214487411,-22.4333275955839,123,-6.15,-7.8469,-1.8,2018-02-19
"124",-23.3854214487411,-23.3854214487411,-22.6333275955839,124,-10.25,-12.0498,-2,2018-02-20
"125",-23.5854214487411,-23.5854214487411,-22.8333275955839,125,-12.15,-14.0544,-2,2018-02-21
"126",-23.7917316406611,-23.7917316406611,-23.0396377875039,126,-9.35,-11.3607,-2,2018-02-22
"127",-24.0056032514611,-24.0056032514611,-23.1679607539839,127,-8.2,-10.3187,-2,2018-02-23
"128",-24.2051042343811,-24.1940208464411,-23.2810113109719,128,-5.75,-7.9784,-1.8,2018-02-24
"129",-24.2625303688811,-24.2169913002411,-23.2947935832519,129,-0.3,-2.6398,-0.5,2018-02-25
"130",-24.3815242941211,-24.3121864404331,-23.3519106673671,130,-0.7,-3.1529,-1,2018-02-26
"131",-24.5047860932811,-24.4107958797611,-23.4110763309639,131,-0.45,-3.0177,-1,2018-02-27
"132",-24.4409566723811,-24.3086688063211,-23.2374603061159,132,1.6,-1.0842,0.5,2018-02-28
"133",-24.4409566723811,-24.2690124050611,-23.1700444239739,134,1.7,-1.131,0,2018-03-01
"134",-24.2904192112411,-24.1184749439211,-22.9141307400359,135,2.1,-0.8223,1.1,2018-03-02
"135",-24.1416819941791,-23.9697377268591,-22.7653935229739,136,1.35,-1.6939,1.05,2018-03-03
"136",-24.0244038178911,-23.8524595505711,-22.6481153466859,137,0,-3.1672,0.8,2018-03-04
"137",-23.9940668434511,-23.8221225761311,-22.6177783722459,138,-1.2,-4.4922,0.2,2018-03-05
"138",-23.8685317242511,-23.6965874569311,-22.4922432530459,139,-0.15,-3.5689,0.8,2018-03-06
"139",-23.7062289724511,-23.5342847051311,-22.3299405012459,140,0.65,-2.8973,1,2018-03-07
"140",-23.5383895908111,-23.3664453234911,-22.1621011196059,141,1.15,-2.5274,1,2018-03-08
"141",-23.3475046772951,-23.1755604099751,-21.9712162060899,142,3.05,-0.7592,1.1,2018-03-09
"142",-23.1681219006951,-22.9961776333751,-21.7918334294899,143,1.9,-2.0427,1,2018-03-10
"143",-23.0198055456551,-22.8478612783351,-21.6435170744499,144,0.7,-3.3779,0.8,2018-03-11
"144",-22.8282328534551,-22.6562885861351,-21.4519443822499,145,1.4,-2.8148,1,2018-03-12
"145",-22.620419506973,-22.448475239653,-21.2441310357678,146,2.85,-1.5034,1.05,2018-03-13
"146",-22.385321859699,-22.213377592379,-20.8679748001294,147,4.95,0.456300000000001,1.15,2018-03-14
"147",-22.1425322094491,-21.9705879421291,-20.4795113597295,148,5.3,0.6643,1.15,2018-03-15
"148",-21.902747038989,-21.7308027716691,-20.2397261892695,149,4.15,-0.6507,1.1,2018-03-16
"149",-21.6552130065291,-21.4832687392091,-19.9921921568095,150,4.2,-0.7626,1.1,2018-03-17
"150",-21.4113424781871,-21.2393982108671,-19.7483216284675,151,4,-1.0998,1.05,2018-03-18
"151",-21.1357224474331,-20.9637781801131,-19.4727015977135,152,5.3,0.0615999999999994,1.15,2018-03-19
"152",-20.8513622609231,-20.6794179936031,-19.1883414112035,153,5.95,0.571599999999999,1.15,2018-03-20
"153",-20.5580421070131,-20.3860978396931,-18.8950212572935,154,5.7,0.180199999999999,1.15,2018-03-21
"154",-20.2555387803631,-20.0835945130431,-18.5925179306435,155,6.1,0.437399999999999,1.15,2018-03-22
"155",-19.9707485600611,-19.7988042927411,-18.3077277103415,156,3.9,-1.9068,1.05,2018-03-23
"156",-19.747059611933,-19.575115344613,-18.0840387622135,157,2.9,-3.0524,0.8,2018-03-24
"157",-19.4588630781331,-19.2869188108131,-17.7958422284135,158,3.4,-2.6994,1,2018-03-25
"158",-19.1470259110231,-18.9750816437031,-17.4840050613035,159,4.5,-1.7478,1.05,2018-03-26
"159",-18.7798404677431,-18.6078962004231,-17.1168196180235,160,8.35,1.9524,1.2,2018-03-27
"160",-18.3385608059271,-18.1666165386071,-16.6755399562075,161,9,2.4512,1.4,2018-03-28
"161",-17.997703089749,-17.825758822429,-16.3346822400294,162,5.7,-1.0014,1.05,2018-03-29
"162",-17.6132917454191,-17.4413474780991,-15.9502708956995,163,7.55,0.694599999999999,1.15,2018-03-30
"163",-17.2175356639691,-17.0455913966491,-15.5545148142495,164,7.25,0.2392,1.15,2018-03-31
"164",-16.9341562129291,-16.7622119456091,-15.2711353632095,165,4.05,-3.1176,0.8,2018-04-01
"165",-16.5696167552891,-16.3976724879691,-14.9065959055695,166,4.6,-2.7258,1,2018-04-02
"166",-16.194532649729,-16.022588382409,-14.5315118000095,167,4.6,-2.8854,1,2018-04-03
"167",-15.885843682849,-15.7138994155291,-14.2228228331295,168,3.8,-3.8464,0.8,2018-04-04
"168",-15.5683447086091,-15.3964004412891,-13.9053238588895,169,4.45,-3.3588,0.8,2018-04-05
"169",-15.1602201244091,-14.9882758570891,-13.4971992746895,170,5.25,-2.7226,1,2018-04-06
"170",-14.740603365569,-14.568659098249,-13.0775825158494,171,5.9,-2.2378,1,2018-04-07
"171",-14.266114853533,-14.094170586213,-12.6030940038134,172,NA,0,1.1,2018-04-08
"172",-13.756277490983,-13.584333223663,-12.0932566412635,173,8.5,0.0275999999999996,1.15,2018-04-09
"173",-13.232371251993,-13.060426984673,-11.5693504022734,174,9.15,0.5082,1.15,2018-04-10
"174",-12.6941050573031,-12.5221607899831,-11.0310842075835,175,9.25,0.4374,1.15,2018-04-11
"175",-12.165224461059,-11.993280193739,-10.5022036113394,176,8.35,-0.6348,1.1,2018-04-12
