"","predLTE1","predLTE2","predLTE3","daynum","twoDayAvg","tdiff","scale","date"
"60",-20.0627183336291,-21.9674764160892,-23.7356871010281,60,-9.8,-8.6312,-1.6,2016-12-18
"61",-20.2227183336291,-22.1274764160892,-23.8476871010281,61,-5.85,-4.6456,-1.6,2016-12-19
"62",-20.3327183336291,-22.2374764160892,-23.9576871010281,62,-0.95,0.2864,-1.1,2016-12-20
"63",-20.4327183336291,-22.3374764160892,-24.0576871010281,63,0.65,1.9148,-1,2016-12-21
"64",-20.5427183336291,-22.4474764160892,-24.1676871010281,64,-0.4,0.8896,-1.1,2016-12-22
"65",-20.6527183336291,-22.5574764160892,-24.2776871010281,65,-0.85,0.4608,-1.1,2016-12-23
"66",-20.7727183336291,-22.6774764160892,-24.3616871010281,66,-1.45,-0.1216,-1.2,2016-12-24
"67",-20.9127183336291,-22.8174764160892,-24.4596871010281,67,-3.35,-2.0076,-1.4,2016-12-25
"68",-21.0727183336291,-22.9774764160892,-24.5716871010281,68,-6.05,-4.6972,-1.6,2016-12-26
"69",-21.2127183336291,-23.1174764160892,-24.6696871010281,69,-3.4,-2.0404,-1.4,2016-12-27
"70",-21.3227183336291,-23.2274764160892,-24.7796871010281,70,-1.15,0.2128,-1.1,2016-12-28
"71",-21.4327183336291,-23.3374764160892,-24.8896871010281,71,-0.6,0.7624,-1.1,2016-12-29
"72",-21.5427183336291,-23.4474764160892,-24.9996871010281,72,-1.15,0.2084,-1.1,2016-12-30
"73",-21.6927183336291,-23.5974764160892,-25.1046871010281,73,-5.2,-3.8492,-1.5,2016-12-31
"74",-21.8427183336291,-23.7474764160892,-25.1496871010281,74,-5.1,-3.7604,-1.5,2017-01-01
"75",-21.9927183336291,-23.8974764160892,-25.1946871010281,75,-5.1,-3.7752,-1.5,2017-01-02
"76",-22.1527183336291,-24.0574764160892,-25.2426871010281,76,-9.65,-8.3436,-1.6,2017-01-03
"77",-22.3127183336291,-24.2174764160892,-25.2906871010281,77,-11.55,-10.2656,-1.6,2017-01-04
"78",-22.4727183336291,-24.3774764160892,-25.3386871010281,78,-10.8,-9.5412,-1.6,2017-01-05
"79",-22.6327183336291,-24.5374764160892,-25.3866871010281,79,-9.45,-8.2204,-1.6,2017-01-06
"80",-22.9327183336291,-24.8374764160892,-25.4766871010281,80,-10.3,-9.1032,-3,2017-01-07
"81",-23.2327183336291,-25.1374764160892,-25.5666871010281,81,-10.45,-9.2896,-3,2017-01-08
"82",-23.4027183336291,-25.3074764160892,-25.6176871010281,82,-6.15,-5.0296,-1.7,2017-01-09
"83",-23.5727183336291,-25.4774764160892,-25.6686871010281,83,-5.4,-4.3232,-1.7,2017-01-10
"84",-23.7727183336291,-25.6774764160892,-25.7286871010281,84,-9.5,-8.4704,-2,2017-01-11
"85",-24.0727183336291,-25.9774764160892,-25.8186871010281,85,-12.75,-11.7712,-3,2017-01-12
"86",-24.3727183336291,-26.2774764160892,-25.9086871010281,86,-14.15,-13.2256,-3,2017-01-13
"87",-24.6727183336291,-26.5674764160892,-25.9956871010281,87,-13.15,-12.2836,-3,2017-01-14
"88",-24.7327183336291,-26.6174764160892,-26.0106871010281,88,-8.5,-7.7051,-2,2017-01-15
"89",-24.7837183336291,-26.6484764160892,-26.0199871010281,89,-5.1,-4.3393,-1.7,2017-01-16
"90",-24.8317183336291,-26.6764764160892,-26.0283871010281,90,-4.05,-3.3049,-1.6,2017-01-17
"91",-24.8617183336291,-26.7064764160892,-26.0373871010281,91,-1.2,-0.5017,-1,2017-01-18
"92",-24.8017183336291,-26.6364764160892,-25.7573871010281,92,1.65,2.2998,0.6,2017-01-19
"93",-24.7417183336291,-26.5664764160892,-25.4773871010281,93,2.2,2.7996,0.6,2017-01-20
"94",-24.6817183336291,-26.4964764160892,-25.1973871010281,94,1.75,2.2977,0.6,2017-01-21
"95",-24.6217183336291,-26.4264764160892,-24.9173871010281,95,1.8,2.2941,0.6,2017-01-22
"96",-24.5617183336291,-26.3564764160892,-24.6373871010281,96,1.9,2.3388,0.6,2017-01-23
"97",-24.5417183336291,-26.3264764160892,-24.5173871010281,97,1.55,1.9318,0.2,2017-01-24
"98",-24.5217183336291,-26.2964764160892,-24.3973871010281,98,1.1,1.4231,0.2,2017-01-25
"99",-24.5017183336291,-26.2664764160892,-24.3673871010281,99,1.65,1.9127,0.2,2017-01-26
"100",-24.4817183336291,-26.2364764160892,-24.3373871010281,100,1.35,1.5506,0.2,2017-01-27
"101",-24.4617183336292,-26.2064764160891,-24.3073871010281,101,1.15,1.2868,0.2,2017-01-28
"102",-24.4417183336292,-26.1764764160891,-24.2773871010281,102,1.45,1.5213,0.2,2017-01-29
"103",-24.4917183336292,-26.2264764160891,-24.3273871010281,103,0.45,0.4541,-0.5,2017-01-30
"104",-24.6167183336292,-26.3214764160891,-24.3938871010281,104,-1.4,-1.4648,-1.25,2017-01-31
"105",-24.6677183336291,-26.3524764160891,-24.4155871010281,105,-4.1,-4.2354,-1.7,2017-02-01
"106",-24.7277183336291,-26.4024764160891,-24.4505871010281,106,-7.25,-7.4577,-2,2017-02-02
"107",-24.8177183336291,-26.4824764160891,-24.5065871010281,107,-8.9,-9.1817,-3,2017-02-03
"108",-24.8777183336291,-26.5324764160891,-24.5415871010281,108,-6.85,-7.2074,-2,2017-02-04
"109",-24.9287183336291,-26.5734764160891,-24.5702871010281,109,-4.65,-5.0848,-1.7,2017-02-05
"110",-24.9797183336291,-26.6144764160891,-24.5989871010281,110,-5.8,-6.3139,-1.7,2017-02-06
"111",-25.0337183336291,-26.6584764160891,-24.6165871010281,111,-8.3,-8.8947,-1.8,2017-02-07
"112",-25.0937183336291,-26.7084764160891,-24.6365871010281,112,-9.8,-10.4772,-2,2017-02-08
"113",-25.1477183336291,-26.7524764160891,-24.6541871010281,113,-6.85,-7.6114,-1.8,2017-02-09
"114",-25.0977183336291,-26.6724764160891,-24.5181871010281,114,-0.5,-1.3473,0.5,2017-02-10
"115",-24.9927183336291,-26.5674764160891,-24.3396871010281,115,0.85,-0.0848999999999999,1.05,2017-02-11
"116",-24.9427183336291,-26.4874764160891,-24.2036871010281,116,-0.25,-1.2742,0.5,2017-02-12
"117",-24.9577183336291,-26.4724764160891,-24.1976871010281,117,-1.05,-2.1652,-0.5,2017-02-13
"118",-24.9877183336291,-26.4824764160891,-24.2016871010281,118,-2.65,-3.8579,-1,2017-02-14
"119",-24.8827183336291,-26.3774764160891,-24.0231871010281,119,0.4,-0.9023,1.05,2017-02-15
"120",-24.7227183336291,-26.1974764160891,-23.7171871010281,120,4.5,3.1016,1.6,2017-02-16
"121",-24.5827183336291,-26.0474764160891,-23.4621871010281,121,4.05,2.5538,1.4,2017-02-17
"122",-24.4777183336291,-25.9424764160891,-23.2836871010281,122,1.35,-0.2457,1.05,2017-02-18
"123",-24.3677183336291,-25.8324764160891,-23.0966871010281,123,1.8,0.1031,1.1,2017-02-19
"124",-24.2477183336291,-25.7024764160891,-22.8756871010281,124,2.85,1.0502,1.2,2017-02-20
"125",-24.1277183336291,-25.5724764160891,-22.7456871010281,125,3.2,1.2956,1.2,2017-02-21
"126",-24.0142477280732,-25.4590058105331,-22.6322164954721,126,2.95,0.9393,1.1,2017-02-22
"127",-23.9607798253732,-25.3734571662131,-22.5466678511521,127,0.45,-1.6687,0.5,2017-02-23
"128",-24.0161967650731,-25.3956239420931,-22.5688346270321,128,-0.7,-2.9284,-0.5,2017-02-24
"129",-24.1310490340732,-25.4875057572931,-22.6607164422321,129,-1.05,-3.3898,-1,2017-02-25
"130",-24.2500429593131,-25.5827008974851,-22.7559115824241,130,-0.65,-3.1029,-1,2017-02-26
"131",-24.4349356580531,-25.7552674163091,-22.9284781012481,131,-2.45,-5.0177,-1.5,2017-02-27
"132",-24.6647215732931,-25.9722874473691,-23.1454981323081,132,-4.6,-7.2842,-1.8,2017-02-28
"133",-24.6647215732931,-25.9458498465291,-23.1296355718041,134,-0.75,-3.581,0,2017-03-01
"134",-24.5141841121531,-25.7953123853891,-22.8737218878661,135,2.9,-0.0222999999999995,1.1,2017-03-02
"135",-24.3441987212251,-25.6253269944611,-22.6017452623813,136,4.15,1.1061,1.2,2017-03-03
"136",-24.1756113428111,-25.4567396160471,-22.4331578839673,137,3.75,0.5828,1.15,2017-03-04
"137",-24.0239264706111,-25.3050547438471,-22.2814730117673,138,0.35,-2.9422,1,2017-03-05
"138",-23.9925426908111,-25.2736709640471,-22.2500892319673,139,-0.85,-4.2689,0.2,2017-03-06
"139",-23.9600821404511,-25.2412104136871,-22.2176286816073,140,-0.55,-4.0973,0.2,2017-03-07
"140",-23.8258106351392,-25.1069389083751,-22.0833571762953,141,0.45,-3.2274,0.8,2017-03-08
"141",-23.6522788955792,-24.9334071688151,-21.9098254367353,142,1.2,-2.6092,1,2017-03-09
"142",-23.4639269801491,-24.7450552533851,-21.7214735213053,143,2.05,-1.8927,1.05,2017-03-10
"143",-23.2599919919692,-24.5411202652051,-21.5175385331253,144,3.7,-0.377899999999999,1.1,2017-03-11
"144",-23.0396833959391,-24.3208116691751,-21.1650447794772,145,5.1,0.885199999999999,1.15,2017-03-12
"145",-22.7625989339631,-24.0437272071991,-20.7217096403156,146,6.95,2.5966,1.4,2017-03-13
"146",-22.4763931024991,-23.7575213757351,-20.4355038088516,147,7.15,2.6563,1.4,2017-03-14
"147",-22.1808230934991,-23.4619513667351,-20.1399337998516,148,7,2.3643,1.4,2017-03-15
"148",-21.9192392711791,-23.2003675444151,-19.8783499775316,149,6.65,1.8493,1.2,2017-03-16
"149",-21.6829567856491,-22.9640850588851,-19.6420674920016,150,3.5,-1.4626,1.05,2017-03-17
"150",-21.4390862573071,-22.7202145305431,-19.3981969636596,151,4.05,-1.0498,1.05,2017-03-18
"151",-21.1754497061511,-22.4565779793871,-19.1345604125037,152,5.2,-0.0384000000000002,1.1,2017-03-19
"152",-20.9281799787511,-22.2093082519871,-18.8872906851037,153,2.4,-2.9784,1,2017-03-20
"153",-20.6731189753511,-21.9542472485871,-18.6322296817036,154,2.85,-2.6698,1,2017-03-21
"154",-20.3706156487011,-21.6517439219371,-18.3297263550536,155,5.75,0.0873999999999997,1.15,2017-03-22
"155",-20.0451411112131,-21.3262693844491,-18.0042518175656,156,7.05,1.2432,1.2,2017-03-23
"156",-19.7235882482791,-21.0047165215151,-17.6826989546316,157,6.55,0.597600000000001,1.15,2017-03-24
"157",-19.3921622344091,-20.6732905076451,-17.3512729407617,158,6.55,0.450600000000001,1.15,2017-03-25
"158",-19.0803250672991,-20.3614533405351,-17.0394357736516,159,4.45,-1.7978,1.05,2017-03-26
"159",-18.7590378044291,-20.0401660776651,-16.7181485107816,160,5.1,-1.2976,1.05,2017-03-27
"160",-18.3807980943011,-19.6619263675371,-16.3399088006536,161,7.95,1.4012,1.2,2017-03-28
"161",-17.9912464186691,-19.2723746919051,-15.9503571250216,162,7.75,1.0486,1.2,2017-03-29
"162",-17.6068350743391,-18.8879633475751,-15.5659457806916,163,7.15,0.2946,1.15,2017-03-30
"163",-17.2110789928891,-18.4922072661251,-15.1701896992416,164,7.05,0.039200000000001,1.15,2017-03-31
"164",-16.7151649535692,-17.9962932268051,-14.6742756599217,165,9.55,2.3824,1.4,2017-04-01
"165",-16.2777176044011,-17.5588458776371,-14.2368283107536,166,8.75,1.4242,1.2,2017-04-02
"166",-15.9026334988411,-17.1837617720771,-13.8617442051936,167,5,-2.4854,1,2017-04-03
"167",-15.5939445319611,-16.8750728051971,-13.5530552383136,168,4.3,-3.3464,0.8,2017-04-04
"168",-15.1573834423812,-16.4385117156172,-13.1164941487337,169,6.9,-0.908799999999999,1.1,2017-04-05
"169",-14.7084463997611,-15.9895746729971,-12.6675571061137,170,7.85,-0.1226,1.1,2017-04-06
"170",-14.2468679650371,-15.5279962382731,-12.2059786713896,171,7.55,-0.5878,1.1,2017-04-07
"171",-13.7508117933631,-15.0319400665991,-11.7099224997156,172,8.85,0.545600000000002,1.15,2017-04-08
"172",-13.2631412726631,-14.5442695458991,-11.2222519790156,173,8.4,-0.0724,1.1,2017-04-09
"173",-12.8075706300631,-14.0886989032991,-10.7666813364156,174,5.9,-2.7418,1,2017-04-10
"174",-12.7139591179431,-13.9950873911791,-10.6730698242956,175,4.65,-4.1626,0.2,2017-04-11
"175",-12.185078521699,-13.466206794935,-10.1441892280516,176,NA,0,1.1,2017-04-12
